age,Graduated,marital,Profession,defaulter,loan,CustGender,state,Transaction mount,CustAccountBalance,Annual Income,Spending Score (1-100),Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Atm Used PM,Credit Card PM,credit card repayment in days,Credit_Limit,Work_Experience,Spending_Score,Family_Size
46,Yes,divorced,Artist,unknown,no,F,Georgia,70,35421.17,100,60,own,NA,moderate,3711,36,education,1,3,80,6435,,Low,1
59,No,divorced,Marketing,no,no,F,Georgia,65,76081.62,75,4,own,little,NA,3594,15,car,3,0,83,2237,8,Low,2
38,Yes,married,Homemaker,unknown,yes,M,Georgia,60,110341.58,106,64,own,NA,moderate,3195,9,car,6,2,50,22785,13,Low,2
42,Yes,divorced,Artist,unknown,no,M,Georgia,71,48019.42,98,76,own,little,NA,4454,36,Home Appliances,2,1,25,11915,13,Low,2
40,No,married,Homemaker,no,no,F,Georgia,32,2823.47,66,38,own,little,moderate,4736,24,Home loan,3,3,94,4075,4,Low,4
46,No,married,Engineer,no,no,M,Hawaii,80,495017.06,110,56,own,NA,moderate,2991,30,Home Appliances,5,3,39,20560,,Average,5
35,Yes,single,Artist,no,no,M,Illinois,103,14105.23,105,72,own,rich,NA,2142,11,business,7,11,48,21930,12,Average,3
28,Yes,married,Healthcare,no,yes,M,Indiana,55,7752.19,95,54,free,little,little,3161,24,business,6,3,4,7313,14,Low,5
47,No,married,Engineer,unknown,no,M,Indiana,33,33818.31,52,22,own,little,moderate,18424,48,vacation/others,4,2,17,2585,4,Low,4
35,Yes,married,Artist,no,no,F,Indiana,50,56806.25,93,60,own,moderate,NA,2848,10,car,0,3,58,18845,13,Low,6
48,Yes,married,Artist,no,no,F,Iowa,55,8841.05,77,54,own,little,little,14896,6,car,1,3,39,10712,9,Low,3
40,Yes,married,Artist,unknown,no,F,Iowa,58,20469.13,96,63,free,moderate,little,2359,24,Home loan,2,2,90,15007,14,Low,5
32,Yes,single,Engineer,no,no,M,Kansas,71,129490.6,105,77,free,little,little,3345,24,Home loan,3,1,18,20575,10,Low,2
59,Yes,divorced,Lawyer,no,no,M,Kentucky,112,879.93,146,83,free,little,NA,1817,18,Home loan,4,3,54,25011,11,High,1
48,Yes,married,Artist,unknown,no,M,Kentucky,65,11846.77,80,52,own,quite rich,NA,12749,48,Home Appliances,7,4,21,18013,8,Low,2
45,No,married,Artist,unknown,no,M,Kentucky,65,794743.98,86,48,rent,little,little,1366,9,Home Appliances,6,1,96,18710,7,Average,4
49,Yes,single,Artist,no,no,F,Louisiana,105,88425.71,111,72,own,little,moderate,2002,12,car,0,0,98,20726,11,Average,2
51,Yes,married,Artist,no,no,M,Maryland,61,156812.83,106,69,own,little,little,6872,24,Home loan,5,2,100,24923,11,Low,4
38,No,single,Healthcare,no,no,F,Maryland,44,17716.05,75,28,rent,little,little,697,12,car,3,2,89,2257,6,Low,3
53,No,married,Healthcare,no,no,M,Maryland,56,1195344.5,72,42,rent,little,little,1049,18,Home loan,7,1,74,1879,6,Low,5
49,No,married,,no,no,F,Massachusetts,59,9904.14,61,25,own,little,little,10297,48,car,3,0,35,4136,1,Low,2
31,Yes,married,Entertainment,no,yes,M,Massachusetts,93,501.1,105,63,own,NA,NA,1867,30,Home Appliances,6,2,66,22163,11,Average,5
36,No,married,Executive,unknown,no,M,Massachusetts,82,417874.67,105,54,rent,little,little,1344,12,car,3,1,5,24748,12,High,6
54,Yes,married,Entertainment,unknown,no,M,Massachusetts,79,77726.33,108,58,own,little,little,1747,24,Home loan,3,3,90,21426,,Low,4
29,Yes,single,Artist,no,no,M,Massachusetts,95,6633.52,128,71,own,little,moderate,1670,9,Home Appliances,4,2,6,31117,11,Average,3
31,No,married,Engineer,unknown,no,F,Minnesota,39,13616.67,68,30,own,little,NA,1224,9,car,1,1,63,2022,0,Low,6
35,Yes,married,Healthcare,no,no,M,Minnesota,74,218428.37,76,68,free,quite rich,NA,522,12,Home Appliances,7,7,36,9736,8,Low,6
38,Yes,married,Artist,no,no,M,Missouri,68,193334.48,88,57,own,little,little,1498,12,Home Appliances,3,1,11,8712,9,Low,5
54,Yes,married,Artist,unknown,yes,M,Nebraska,78,218231.16,74,57,own,moderate,moderate,1919,30,Home Appliances,10,5,21,3846,7,Low,2
48,No,married,Healthcare,unknown,no,M,Nevada,54,38843.42,71,26,rent,little,rich,745,9,Home Appliances,6,0,7,1804,7,Low,4
48,No,divorced,Entertainment,no,no,M,Nevada,59,5.65,68,29,rent,little,moderate,2063,6,Home Appliances,2,0,23,2649,4,Low,2
32,Yes,single,Artist,unknown,no,M,New Hampshire,74,104389.33,91,73,own,little,moderate,6288,60,education,2,1,10,18200,14,Low,2
34,No,married,Entertainment,unknown,no,F,New Hampshire,56,3801.19,58,21,own,NA,NA,6842,24,car,2,0,87,3520,2,Low,5
49,No,single,Healthcare,unknown,no,M,New Jersey,47,34905.27,75,28,own,NA,NA,3527,12,car,3,0,52,1551,10,Low,3
44,Yes,married,Artist,unknown,unknown,M,New Jersey,88,57.24,99,62,own,little,NA,1546,10,car,5,1,26,15974,14,Average,3
42,Yes,divorced,Artist,unknown,no,M,New Jersey,94,129290.36,127,79,rent,NA,NA,929,24,Home loan,3,1,27,30153,12,Average,1
55,Yes,married,Lawyer,unknown,no,M,New Jersey,57,5720.37,82,68,own,little,NA,1455,4,car,7,2,66,13839,,Low,3
42,Yes,divorced,Lawyer,unknown,no,M,New Jersey,113,2534.03,137,80,own,little,little,1845,15,Home loan,4,3,89,26757,14,High,1
44,Yes,married,Artist,unknown,no,M,New Jersey,84,27233.69,91,67,own,quite rich,moderate,8358,48,car,7,5,76,5758,10,Average,5
51,No,married,Marketing,no,no,F,New York,42,201695.5,60,27,own,quite rich,little,3349,24,Home loan,5,2,15,3232,0,Low,5
43,Yes,married,Artist,unknown,no,M,New York,51,141686.3,78,56,own,NA,NA,2859,12,car,4,1,45,8696,9,Low,3
52,Yes,married,Artist,no,no,M,New York,94,15228.43,106,66,rent,little,NA,1533,18,Home loan,7,0,94,22867,10,Average,2
45,Yes,single,Healthcare,no,no,F,New York,74,35111.42,93,68,own,moderate,NA,3621,24,Home Appliances,0,8,65,14367,11,Low,1
41,Yes,divorced,Entertainment,no,yes,M,New York,73,22220.06,96,62,own,little,moderate,3590,18,business,3,3,93,10701,10,Low,1
35,Yes,divorced,Entertainment,no,yes,F,New York,97,24326.61,104,85,free,little,little,2145,36,business,0,2,97,21025,11,Average,2
41,Yes,divorced,Artist,no,yes,M,New York,72,4027.57,97,72,own,quite rich,moderate,4113,24,car,6,7,87,12711,14,Low,1
46,Yes,married,Doctor,no,no,M,North Carolina,74,59973.67,99,62,own,little,NA,10974,36,Home loan,6,0,0,15073,13,Average,4
36,Yes,divorced,Artist,unknown,no,M,North Carolina,107,39799.66,122,82,own,little,little,1893,12,car,2,2,16,21555,13,Average,1
29,No,married,Entertainment,no,no,M,Ohio,35,23541.54,51,38,own,rich,little,1231,24,Home Appliances,3,7,51,3019,3,Low,6
47,No,married,Healthcare,no,no,M,Oklahoma,52,63681.01,61,50,own,NA,rich,3656,30,Home Appliances,7,0,2,2515,,Low,5
43,No,married,Healthcare,unknown,no,M,Oregon,39,27021.05,72,39,own,little,moderate,1154,9,Home Appliances,5,1,25,4716,9,Low,4
38,Yes,single,Entertainment,unknown,no,M,Oregon,81,27021.05,90,79,rent,little,little,4006,28,car,2,3,60,5446,,Low,1
44,No,married,Engineer,no,no,M,Oregon,57,57749.3,108,43,free,moderate,moderate,3069,24,Home loan,6,6,70,22837,,Average,5
29,Yes,married,Artist,no,no,F,Oregon,77,45744.99,72,70,own,little,NA,1740,6,Home Appliances,5,0,47,3655,6,Low,4
58,No,married,Lawyer,unknown,no,M,Oregon,95,109362.18,115,53,own,little,moderate,2353,21,car,6,1,93,20357,10,High,4
48,Yes,married,Artist,no,yes,M,Pennsylvania,63,22.31,94,60,rent,NA,NA,3556,15,car,5,3,88,17647,14,Low,5
46,No,married,Homemaker,unknown,no,F,Pennsylvania,51,36929.53,57,46,own,quite rich,NA,2397,24,Home Appliances,5,2,90,3030,,Low,4
31,No,married,Healthcare,no,no,M,Pennsylvania,48,4573.28,60,23,own,little,moderate,454,6,repairs,4,3,13,2714,2,Low,5
47,Yes,married,Engineer,no,no,M,Pennsylvania,54,10262.75,96,70,own,NA,moderate,1715,30,Home Appliances,4,1,59,10375,10,Low,5
44,Yes,married,Homemaker,no,no,F,Rhode Island,107,10877.13,126,79,own,quite rich,moderate,2520,27,Home Appliances,6,4,85,28065,10,High,3
31,No,married,Doctor,no,no,M,South Carolina,59,51611.24,69,22,own,little,NA,3568,15,Home Appliances,4,2,29,4107,,Low,5
38,No,divorced,Healthcare,no,no,M,South Carolina,60,18163.73,81,18,own,NA,NA,7166,42,Home Appliances,2,1,73,18157,8,Low,1
33,No,married,Engineer,no,no,M,South Carolina,39,29436.43,58,42,free,little,little,3939,11,car,3,1,94,3340,5,Low,2
53,Yes,married,Artist,no,no,F,Tennessee,109,12779.85,119,75,own,moderate,moderate,1514,15,repairs,8,7,25,20846,13,High,6
33,No,single,Artist,no,no,M,Tennessee,35,27021.05,78,19,own,little,NA,7393,24,car,3,3,3,17575,,Low,1
33,No,married,Entertainment,no,no,F,Tennessee,71,10702.67,89,40,rent,little,little,1193,24,car,1,1,78,18407,9,Average,3
37,Yes,divorced,Marketing,no,no,F,Texas,82,3081.96,101,68,rent,little,little,7297,60,business,3,0,72,21324,11,Low,3
55,No,married,Engineer,no,no,F,Texas,55,6406.13,69,50,own,little,NA,2831,30,Home Appliances,3,3,67,4503,2,Low,2
41,Yes,single,Entertainment,no,unknown,M,Texas,81,184757.62,90,75,own,quite rich,rich,1258,24,Home Appliances,7,8,8,13195,10,Low,3
46,Yes,married,Artist,unknown,no,M,Texas,53,14309.1,83,54,own,little,moderate,753,6,Home Appliances,5,1,48,10928,9,Low,2
32,Yes,divorced,Doctor,no,no,M,Utah,82,6988.14,100,80,own,NA,moderate,2427,18,business,4,2,98,17621,12,Low,1
48,Yes,married,Artist,no,no,M,Utah,69,81691.41,74,58,own,little,NA,2538,24,car,6,0,57,3226,10,Low,5
34,Yes,married,Engineer,no,no,M,Utah,98,69460.79,138,83,rent,moderate,moderate,1264,15,car,10,5,1,28798,14,High,5
35,Yes,single,Lawyer,no,no,M,Vermont,72,77948.53,95,66,own,little,moderate,8386,30,Home loan,2,0,42,11904,10,Low,3
55,No,married,Healthcare,no,yes,M,Virginia,30,7281.14,66,27,rent,little,NA,4844,48,business,4,1,36,3725,3,Low,6
45,No,single,Executive,no,unknown,F,Virginia,108,0,124,75,own,moderate,rich,2923,21,car,5,6,45,21697,12,High,3
48,No,divorced,Homemaker,no,no,M,Washington,41,1294694.19,90,23,own,little,little,8229,36,car,4,3,76,5399,10,Low,1
34,No,married,Healthcare,no,no,M,Washington,45,11348.2,65,43,own,little,NA,2028,24,Home loan,4,3,29,3714,3,Low,3
46,Yes,divorced,Artist,unknown,no,M,Washington,84,36719.52,102,62,rent,little,little,1433,15,Home loan,4,3,73,23961,,Low,1
34,Yes,married,Entertainment,no,no,F,Washington,95,15342.82,115,67,own,little,rich,6289,42,business,1,3,5,21748,13,Average,4
51,Yes,married,Entertainment,unknown,no,M,Washington,88,10758.35,110,60,own,moderate,NA,1409,13,Home Appliances,7,6,97,23883,10,Average,2
37,No,married,Executive,no,no,M,Washington,48,27021.05,62,45,free,little,little,6579,24,car,7,3,68,4603,5,Low,6
54,Yes,divorced,Artist,no,no,M,Washington,91,40681.48,100,88,own,little,moderate,1743,24,Home Appliances,4,3,15,19876,12,Average,1
45,Yes,married,Executive,unknown,no,M,Washington,66,38472.54,71,55,own,NA,NA,3565,12,education,4,3,42,3657,9,Low,2
39,Yes,single,Artist,no,unknown,M,Washington,74,17654.41,106,80,own,moderate,NA,1569,15,Home Appliances,5,8,81,23787,12,Low,3
39,Yes,married,Doctor,no,no,M,Washington,72,160594.62,80,70,rent,NA,little,1936,18,Home Appliances,6,3,84,15869,9,Low,6
39,No,single,Artist,unknown,no,M,Wisconsin,65,2512.09,75,12,own,little,little,3959,36,Home loan,3,2,8,2513,8,Low,1
39,No,married,Engineer,no,no,M,Wisconsin,55,162.15,53,25,own,NA,NA,2390,12,car,7,3,47,2412,5,Low,5
32,No,married,Healthcare,no,no,M,Arizona,40,1972.42,63,48,own,little,NA,1736,12,Home loan,5,1,11,2203,3,Low,5
41,No,single,Artist,no,yes,F,Arizona,67,772503.25,108,36,own,little,little,3857,30,car,5,2,17,21638,14,Average,3
59,No,married,Entertainment,no,no,M,Arizona,37,4356.19,79,36,own,little,NA,804,12,Home Appliances,3,3,28,17047,8,Low,6
57,Yes,married,Artist,no,no,F,California,97,1.92,120,79,free,little,little,1845,45,Home Appliances,2,3,85,23201,10,Average,4
30,Yes,married,Entertainment,no,no,M,California,66,57477.29,104,62,own,moderate,moderate,4576,45,car,9,5,72,24620,14,Low,3
34,Yes,married,Entertainment,no,no,M,California,67,161289.86,72,60,own,NA,little,1169,6,Home Appliances,5,2,6,2962,9,Low,6
34,Yes,married,Artist,no,no,M,California,64,342979.61,109,59,own,little,moderate,5951,48,Home Appliances,3,0,62,24840,11,Low,6
38,No,divorced,Healthcare,no,no,M,California,79,25175.35,84,55,own,little,NA,2096,12,education,4,0,21,10233,7,Average,3
31,Yes,married,Lawyer,no,no,M,California,63,29501.41,71,69,free,little,little,7882,42,Home loan,3,3,30,2494,9,Low,4
47,Yes,married,Healthcare,no,unknown,M,California,77,19117.41,88,67,free,little,little,4870,24,car,6,0,67,18539,9,Low,6
57,Yes,single,Artist,unknown,no,M,California,130,55097.47,120,100,free,NA,NA,9055,36,education,2,1,35,24891,14,High,2
44,Yes,married,Lawyer,unknown,no,M,California,53,8317.63,99,68,own,quite rich,NA,2835,24,Home loan,7,7,78,18856,13,Low,3
45,Yes,married,Artist,unknown,no,F,California,75,10301.3,97,67,rent,little,moderate,6948,36,car,0,2,37,12423,11,Low,4
36,No,married,Healthcare,no,no,F,California,33,14444.84,75,39,own,rich,NA,3059,12,Home Appliances,3,3,82,3719,6,Low,6
44,Yes,married,,no,no,M,California,55,17189.06,75,60,own,little,moderate,5234,30,car,5,2,87,4422,6,Low,3
51,Yes,married,Entertainment,no,no,M,California,79,551679.64,113,80,rent,little,moderate,1295,12,car,6,1,16,22053,12,Average,6
28,Yes,single,Executive,no,no,M,California,110,1259.79,126,87,rent,little,little,4308,48,business,4,0,47,31153,12,Average,3
50,Yes,married,Artist,no,no,M,California,56,467553.87,100,70,own,little,moderate,1567,12,Home Appliances,5,1,80,8413,10,Low,4
51,Yes,married,Artist,no,no,M,California,57,41989.1,105,61,own,little,little,1199,24,car,5,3,6,20171,13,Low,4
38,Yes,single,Executive,no,no,M,California,123,609823.53,133,99,rent,little,little,1403,15,car,2,2,21,33727,12,High,1
44,Yes,married,Entertainment,no,no,M,California,56,18110.91,89,69,own,moderate,little,1282,24,Home Appliances,10,4,4,8754,7,Low,2
35,Yes,single,Entertainment,unknown,no,F,California,96,41589.87,116,82,own,NA,NA,2424,24,Home Appliances,4,3,30,21090,13,Average,2
35,Yes,single,Artist,unknown,no,M,California,70,72430.22,109,60,own,NA,little,8072,30,business,3,2,32,20847,13,Low,1
32,No,single,Lawyer,no,no,M,California,53,128915.4,84,4,free,little,moderate,12579,24,car,4,3,23,7799,8,Low,3
48,Yes,married,Executive,no,no,F,California,110,4320.39,128,87,own,quite rich,NA,3430,24,Home Appliances,7,7,59,32263,11,High,4
35,No,single,Healthcare,unknown,no,M,California,60,3236.44,62,8,own,little,NA,2134,9,car,3,3,20,2324,4,Low,1
44,Yes,married,Artist,unknown,no,M,Colorado,99,25844.61,90,70,rent,quite rich,little,2647,6,Home Appliances,10,7,99,8752,13,Average,4
43,No,married,Healthcare,no,no,M,Colorado,57,49019.49,70,34,rent,little,little,2241,10,car,3,1,76,1571,9,Low,5
40,No,married,Healthcare,no,no,F,Colorado,30,50482.62,80,44,own,moderate,moderate,1804,12,car,2,0,72,6726,6,Low,2
50,Yes,married,Marketing,unknown,unknown,M,Colorado,68,46056.26,108,63,own,NA,NA,2069,10,Home loan,7,1,3,24892,14,Low,2
44,No,married,Artist,unknown,no,M,Colorado,71,12462.8,87,45,own,little,little,1374,6,Home loan,6,0,52,19547,10,Average,4
37,Yes,single,Entertainment,unknown,no,M,Colorado,73,64455.09,99,62,own,little,NA,426,6,Home Appliances,2,3,45,13725,12,Low,3
32,Yes,divorced,Engineer,no,no,M,Colorado,88,2309.4,96,79,rent,rich,rich,409,12,Home Appliances,8,10,81,18243,12,Low,1
58,Yes,married,Artist,no,yes,M,Colorado,95,1083.22,116,75,own,little,moderate,2415,7,Home Appliances,3,0,79,24471,,High,3
49,Yes,married,Doctor,no,no,F,Connecticut,55,5999.14,73,55,own,little,little,6836,60,business,0,3,26,4591,8,Low,3
32,Yes,married,Artist,unknown,no,M,District of Columbia,97,26221.96,120,60,own,rich,moderate,1913,18,business,2,7,34,21860,14,Average,2
30,Yes,married,Artist,no,yes,F,Florida,90,30593.29,100,78,own,little,little,4020,24,Home loan,0,1,27,14150,10,Average,5
28,No,married,Executive,no,no,M,Florida,76,132201.64,119,63,own,moderate,moderate,5866,18,car,6,4,2,20684,14,High,4
40,No,married,Doctor,unknown,unknown,M,Florida,75,31146.73,120,56,rent,NA,NA,1264,12,business,7,1,48,20031,10,High,5
44,Yes,married,Healthcare,no,no,F,Florida,51,711620.03,94,52,own,little,rich,1474,12,Home loan,0,1,88,17797,13,Low,5
30,Yes,married,Healthcare,unknown,no,M,Florida,75,258.83,84,68,own,little,moderate,4746,45,Home Appliances,3,3,27,17780,9,Low,4
30,No,married,Marketing,unknown,no,M,Florida,57,977.52,79,32,free,little,NA,6110,48,education,4,3,42,6688,6,Low,5
28,Yes,single,Engineer,no,no,M,Florida,83,63974.1,120,72,own,little,rich,2100,18,Home Appliances,3,3,6,21366,12,Average,3
58,Yes,married,Entertainment,no,no,M,Florida,94,9759.62,96,64,own,little,rich,1225,10,domestic appliances,4,1,63,11104,12,Average,4
45,Yes,single,Artist,unknown,yes,M,Florida,83,107963.73,90,64,own,little,moderate,458,9,Home Appliances,4,1,2,14360,11,Low,1
35,Yes,married,Entertainment,no,no,M,Florida,96,138.09,100,63,own,quite rich,NA,2333,30,Home Appliances,6,4,42,5808,12,Average,4
57,Yes,divorced,Artist,no,no,M,Florida,81,31205.77,92,67,own,quite rich,moderate,1158,12,Home Appliances,5,7,99,18973,10,Low,3
35,Yes,divorced,Artist,no,no,M,Florida,75,18759.36,101,71,own,little,moderate,6204,18,repairs,4,0,3,20544,10,Low,3
41,Yes,single,Artist,unknown,no,M,Florida,76,126359.35,98,76,rent,moderate,little,6187,30,car,3,5,98,13635,14,Low,1
42,Yes,married,Healthcare,unknown,no,F,Georgia,102,8261.97,134,79,free,little,little,6143,48,car,4,3,83,30785,11,High,6
42,No,married,Entertainment,unknown,no,F,Georgia,41,3660.2,71,27,own,little,NA,1393,11,car,2,2,0,1834,7,Low,6
51,Yes,married,Engineer,unknown,no,M,Georgia,52,22686.03,93,52,own,quite rich,NA,2299,36,Home Appliances,5,4,79,7304,10,Low,4
48,Yes,married,Doctor,no,no,M,Georgia,84,55900.02,94,63,rent,quite rich,little,1352,6,car,8,5,47,18504,13,Average,4
39,Yes,married,Artist,no,no,F,Georgia,66,1971218.11,106,66,own,little,NA,7228,11,car,5,1,70,24032,13,Low,2
47,No,married,Entertainment,unknown,unknown,F,Georgia,56,5208.09,67,33,own,moderate,NA,2073,12,Home Appliances,4,1,22,3443,5,Low,2
34,Yes,single,Entertainment,no,unknown,M,Georgia,79,1172.14,98,76,own,NA,moderate,2333,24,Home loan,3,0,96,8285,11,Low,2
44,Yes,married,Doctor,unknown,no,F,Georgia,78,15994.73,99,64,own,little,moderate,5965,27,car,5,3,24,10775,11,Average,3
52,No,divorced,Entertainment,no,no,F,Georgia,71,25313.69,84,32,own,little,NA,1262,12,Home Appliances,1,0,29,18610,7,Average,2
51,Yes,married,Artist,no,no,F,Hawaii,65,6113.36,101,60,own,NA,NA,3378,18,car,3,0,92,24581,11,Low,5
49,Yes,married,Artist,no,no,M,Illinois,85,7454.36,103,74,free,little,moderate,2225,36,car,3,1,89,23500,12,Average,2
35,No,single,Artist,unknown,no,M,Illinois,52,1207.24,76,13,own,NA,NA,783,6,car,4,3,11,15512,7,Low,1
44,Yes,married,Healthcare,no,no,F,Illinois,66,230099.64,91,69,own,NA,moderate,6468,12,Home Appliances,5,0,5,15242,13,Low,6
37,No,married,Homemaker,no,no,M,Indiana,39,3482113.5,51,35,own,little,NA,9566,36,Home Appliances,7,2,9,3219,4,Low,4
47,Yes,married,Doctor,no,no,F,Indiana,54,3793.06,88,51,own,little,rich,1961,18,car,0,1,81,6837,9,Low,6
43,Yes,married,Artist,no,no,F,Indiana,57,5444.78,86,53,rent,little,little,6229,36,Home loan,4,2,36,10162,9,Low,4
40,No,married,Healthcare,unknown,no,F,Indiana,45,53531.42,78,42,own,little,moderate,1391,9,business,5,1,100,15719,7,Low,4
32,Yes,divorced,Executive,unknown,no,M,Indiana,104,22159.6,147,95,own,NA,moderate,1537,15,Home Appliances,4,3,89,34090,10,High,2
42,Yes,married,Artist,unknown,unknown,M,Iowa,69,198.66,102,58,free,little,moderate,1953,36,business,6,3,0,21491,10,Low,5
42,Yes,married,Doctor,no,no,F,Iowa,64,31022.33,83,63,own,little,moderate,14421,48,business,1,3,47,6211,,Low,6
39,No,married,Marketing,no,unknown,M,Kansas,48,12071.53,78,37,own,little,NA,3181,24,Home Appliances,7,1,40,6916,10,Low,2
32,Yes,married,Artist,no,no,M,Kentucky,87,91859.49,91,60,own,NA,NA,5190,27,repairs,4,1,63,10279,14,Average,5
30,No,married,Doctor,no,no,M,Kentucky,44,121896.15,54,44,own,little,NA,2171,12,Home Appliances,4,3,34,3532,5,Low,3
42,No,married,,unknown,no,M,Kentucky,60,9237.03,93,59,own,rich,moderate,1007,12,car,5,10,62,16664,11,Average,5
35,Yes,married,Artist,no,yes,M,Louisiana,95,8334.28,97,62,free,little,NA,1819,36,education,6,1,49,19219,13,Average,2
56,No,married,Artist,no,no,M,Louisiana,77,11623.27,107,56,own,NA,NA,2394,36,Home Appliances,4,0,5,20851,,Average,5
40,No,married,Entertainment,unknown,no,M,Maryland,78,9441.1,71,44,own,little,NA,8133,36,car,6,2,55,3260,6,Average,2
26,Yes,single,Artist,no,no,M,Maryland,100,7139.15,116,85,rent,NA,NA,730,7,Home Appliances,4,3,57,22900,14,Average,3
57,Yes,divorced,Healthcare,no,no,M,Maryland,71,47483.12,96,61,free,little,little,1164,8,vacation/others,2,3,42,10112,14,Low,2
51,Yes,married,Entertainment,no,no,F,Massachusetts,72,17147.88,88,68,own,little,moderate,5954,42,business,5,2,35,17058,6,Low,3
31,Yes,married,Doctor,no,no,M,Massachusetts,78,10027.98,71,50,own,NA,little,1977,36,education,4,1,0,1518,8,Low,6
31,No,married,Entertainment,no,no,F,Massachusetts,46,117061.27,78,20,free,little,little,1526,12,car,4,2,16,7343,10,Low,6
60,Yes,married,Entertainment,no,no,F,Massachusetts,57,1825.1,102,62,own,little,little,3965,42,Home Appliances,3,0,54,24057,12,Low,6
29,Yes,single,Entertainment,no,no,M,Massachusetts,78,4409.39,106,61,own,little,moderate,4771,11,Home Appliances,4,0,93,24541,10,Low,3
44,Yes,married,Engineer,unknown,no,F,Massachusetts,90,61268.86,116,65,own,NA,NA,9436,54,car,2,2,99,24312,13,Average,4
26,No,single,Engineer,no,no,M,Michigan,34,5033.6,82,5,own,little,moderate,3832,30,Home loan,2,2,19,13527,6,Low,1
54,Yes,married,Engineer,no,no,M,Michigan,73,13984.6,92,65,own,NA,NA,5943,24,Home Appliances,7,2,31,15124,10,Low,5
34,Yes,single,Artist,unknown,yes,M,Minnesota,106,16857.89,137,87,own,quite rich,NA,1213,15,Home Appliances,4,8,90,33378,13,High,2
