age,Graduated,marital,Profession,defaulter,loan,CustGender,state,TransactionAmount (INR),CustAccountBalance,Annual Income,Spending Score (1-100),Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Atm Used PM,Credit Card PM,credit card repayment in days,Credit_Limit,Work_Experience,Spending_Score,Family_Size
59,Yes,married,Lawyer,no,no,F,Texas,553,44917.99,127,75,own,little,little,7044,24,car,3,3,85,8420,1,High,2
31,Yes,married,Artist,no,no,M,Texas,482.52,9257.68,110,65,own,moderate,NA,6456,18,education,8,7,44,3352,0,Low,1
39,No,married,Healthcare,no,no,M,Texas,271,29974.96,78,39,rent,moderate,moderate,12082,60,car,10,5,40,6648,1,Low,3
43,No,married,Artist,unknown,no,M,Texas,550,11933.25,71,47,own,moderate,NA,17190,48,car,8,4,63,2335,6,Low,1
30,Yes,married,,unknown,no,M,Texas,100,80.5,94,67,own,little,little,6130,24,Home loan,6,2,72,12397,,Average,4
37,,married,Doctor,no,no,F,Utah,1077.32,15994.73,92,,own,little,little,1262,6,Home loan,3,1,27,1438.3,2,Low,1
42,Yes,married,Healthcare,no,no,M,Utah,14776.33,28286.43,83,54,own,little,moderate,14697,13,Home Appliances,3,2,60,2240,0,Low,1
37,Yes,married,Doctor,no,yes,M,Utah,30,3330.68,77,67,own,NA,little,10837,15,domestic appliances,3,1,74,5330,0,Low,3
37,No,divorced,Healthcare,no,no,F,Utah,2049,2910.54,82,18,rent,little,little,8980,24,Home loan,3,1,96,1795,1,Low,4
37,,single,Entertainment,unknown,no,M,Vermont,5230,422317.25,98,,own,little,moderate,16809,10,Home loan,2,0,56,5741,0,Low,3
36,No,single,Artist,no,no,F,Vermont,215,13519.44,104,58,own,little,moderate,12354,24,education,5,3,19,2002,1,Average,3
48,Yes,married,Executive,no,yes,F,Virginia,1956,31489.6,98,78,free,little,little,4394,21,Home loan,0,3,98,25662,9,Average,3
43,Yes,married,Artist,no,no,F,Virginia,2750,6624.18,113,72,own,quite rich,moderate,14381,18,Home Appliances,3,3,23,22103,0,Average,4
28,Yes,married,Artist,no,no,M,Virginia,1358,231645.27,93,66,own,little,moderate,10167,18,business,5,0,84,1438.3,1,Low,2
30,No,divorced,Entertainment,no,no,M,Virginia,26,7850.78,75,22,own,little,rich,9074,10,car,4,3,80,12355,3,Low,1
60,Yes,married,Entertainment,no,no,M,Washington,100,358887.8,90,57,own,little,NA,8636,15,Home Appliances,4,2,59,2000,1,Low,2
31,No,married,Healthcare,no,no,M,Washington,51750,307308.73,65,39,own,little,moderate,4721,13,Home Appliances,6,2,93,8713,1,Low,4
38,Yes,married,Healthcare,no,no,F,Washington,70,12783.48,74,55,own,quite rich,moderate,8231,24,Home Appliances,3,1,63,9165,,Low,1
50,No,married,Healthcare,no,no,M,Washington,1030,12298.34,76,36,rent,moderate,NA,13721,6,business,10,4,24,11583,0,Low,4
36,Yes,married,Artist,no,no,M,Washington,312.78,7675.37,94,64,free,rich,moderate,10617,9,education,3,8,32,1438.3,0,Average,5
50,No,married,Engineer,no,no,M,Washington,1000,1382.67,50,43,own,little,NA,5172,9,domestic appliances,7,2,16,8149,1,Low,3
54,Yes,married,Lawyer,unknown,yes,F,Washington,107.51,12152.62,79,69,own,little,moderate,7616,9,Home loan,3,1,7,3616,0,Low,1
33,Yes,married,Doctor,no,no,F,Washington,150,1444.09,94,71,rent,NA,NA,17307,18,car,4,3,82,8434,1,Average,2
20,Yes,single,Artist,no,no,F,Washington,55,2931.34,95,70,own,little,little,12478,12,Home Appliances,3,0,92,9791,6,Low,4
24,No,married,Marketing,unknown,no,M,Washington,1000,433485.24,62,41,own,quite rich,NA,9987,10,education,5,7,64,8444,1,Low,4
28,Yes,single,Artist,no,no,M,Washington,1024,1661.78,120,76,own,little,moderate,6730,24,car,3,0,86,2228,1,Average,3
55,Yes,married,Entertainment,no,no,M,Washington,890,188040.94,74,59,own,NA,NA,9663,12,Home Appliances,6,2,73,12211,1,Low,2
25,Yes,married,Doctor,no,no,M,Washington,115,52.62,96,75,own,little,NA,7803,36,Home Appliances,7,1,29,1438.3,1,Average,4
41,Yes,married,Artist,unknown,no,M,Washington,50,156282.31,104,65,own,little,NA,15554,12,Home Appliances,5,2,98,1586,2,Low,1
39,Yes,married,Artist,no,no,M,Wisconsin,744,10842.88,117,69,free,little,little,2240,30,Home loan,5,2,51,2247,1,Average,3
27,Yes,married,Doctor,no,no,M,Wisconsin,1,46325.73,98,55,own,NA,moderate,7471,18,education,3,2,15,2789,0,Low,1
27,No,married,Engineer,no,no,M,Wisconsin,1060,4506.88,54,49,own,NA,rich,3323,12,Home Appliances,3,1,52,4241,1,Low,2
34,No,married,Healthcare,unknown,yes,M,Wisconsin,18.02,29064.51,53,31,own,little,rich,716,12,car,3,1,20,8398,1,Low,3
25,Yes,single,Artist,no,no,M,Wyoming,200,125710.5,103,87,own,little,NA,1370,6,Home loan,3,3,92,4112,4,Average,2
48,No,married,Healthcare,unknown,no,M,Alaska,1400,4940.81,73,37,rent,little,little,13047,18,Home loan,5,1,97,15578,,Low,
36,No,single,Doctor,no,no,F,Arizona,1800,236,86,1,own,little,NA,11294,12,business,0,3,19,4008,1,Low,4
36,No,married,Healthcare,no,no,F,Arizona,500,540310.53,61,45,own,little,NA,17173,18,car,3,1,68,12766,1,Low,3
27,No,married,Lawyer,no,yes,M,Arizona,1441,154528.06,117,63,free,little,little,828,18,Home loan,5,0,58,3438,0,High,2
45,Yes,married,Engineer,no,yes,F,Arkansas,200,17248.02,79,56,own,little,little,13613,36,Home loan,4,0,86,16692,,Low,1
28,Yes,married,Doctor,unknown,no,F,Arkansas,250,301965.7,98,54,own,little,moderate,6999,18,Home loan,1,0,1,4066,1,Low,1
30,Yes,single,Lawyer,unknown,no,F,California,3663,3542.11,116,78,own,NA,NA,12296,36,car,2,3,7,13080,1,Average,2
43,Yes,married,Lawyer,no,no,M,California,450,2777.78,115,76,own,little,NA,1158,18,Home Appliances,5,1,78,1934,,High,4
32,Yes,single,Artist,no,unknown,M,California,210,23082.57,97,62,own,little,NA,13822,10,Home loan,2,1,66,3230,9,Low,1
29,Yes,single,Artist,no,no,F,California,1348.2,18441.44,103,70,free,NA,NA,6297,60,car,5,3,5,3615,2,Low,2
35,Yes,married,Lawyer,no,no,M,California,300,2186.4,114,73,own,moderate,moderate,1773,60,vacation/others,10,5,73,1801,,High,2
43,No,married,Healthcare,no,no,M,California,1195,3917.53,69,36,own,little,little,15953,48,business,5,3,55,2665,,Low,4
35,Yes,married,Engineer,no,no,F,California,447,26573.95,87,64,rent,little,NA,7386,18,Home Appliances,3,3,48,28822,6,Low,1
36,No,married,Doctor,no,no,M,California,165,3572.28,74,29,free,NA,NA,1932,7,Home Appliances,6,1,71,14632,0,Low,4
36,Yes,married,Artist,no,no,M,California,15,12557.31,97,66,own,little,moderate,7652,36,car,4,0,92,6715,0,Average,4
48,Yes,married,Artist,unknown,no,F,California,50,25060.8,117,65,own,moderate,NA,9450,6,car,0,3,32,6658,0,Average,2
38,Yes,single,Artist,unknown,no,M,California,8225,562338.48,145,93,free,NA,little,4925,20,Home loan,3,3,44,3360,0,High,5
38,Yes,single,Artist,unknown,no,F,California,63000,175281.17,121,72,own,little,moderate,3353,18,car,1,0,79,14853,6,Average,4
45,Yes,married,Entertainment,no,no,M,California,259,61684.86,96,64,own,NA,NA,7639,22,car,5,1,82,4800,0,Average,5
35,No,married,Marketing,no,yes,M,California,1465.75,38058.83,56,26,own,little,rich,5934,12,car,3,0,72,4610,1,Low,3
42,No,married,,unknown,yes,M,California,449,12854.03,65,32,own,moderate,NA,18488,30,business,10,5,77,1438.3,1,Low,4
56,Yes,married,Artist,unknown,no,M,California,798,129035.65,78,54,own,little,NA,15256,18,Home Appliances,5,1,70,8377,0,Low,2
30,No,married,Lawyer,no,no,M,California,370,75959.96,76,29,own,NA,NA,7367,18,Home Appliances,5,2,91,4147,,Low,1
45,Yes,married,Lawyer,unknown,no,F,California,1748,350530.88,113,84,rent,little,moderate,261,18,Home loan,4,2,39,2644,3,High,2
39,Yes,single,Artist,unknown,no,M,California,650,1669.05,113,83,own,quite rich,moderate,1336,15,business,4,6,86,13355,1,Average,3
36,No,married,Healthcare,unknown,no,M,California,290,1974.09,58,42,own,little,NA,15437,9,business,5,1,45,3251,,Low,4
32,No,married,Healthcare,unknown,yes,F,California,25,23862.75,54,39,own,little,NA,2418,18,car,3,3,74,2100,0,Low,3
29,No,single,Doctor,no,no,M,California,170,1132.47,83,44,own,rich,moderate,8354,12,Home loan,6,9,88,3566,,Average,5
34,Yes,married,Healthcare,no,no,M,California,100,614.31,109,63,free,little,little,14152,36,car,5,3,68,14915,0,Low,1
36,No,single,Engineer,no,no,M,California,20426.52,4573.28,71,14,own,little,little,12565,6,Home Appliances,3,0,99,13003,1,Low,1
33,Yes,married,Artist,unknown,no,F,California,1292,6829.19,73,60,own,little,NA,11272,9,Home loan,2,0,94,2492,7,Low,1
43,Yes,married,Artist,no,no,M,Colorado,18.15,2012.05,100,51,own,moderate,moderate,16654,39,education,7,6,73,1758,0,Low,1
31,No,married,Healthcare,no,no,F,Colorado,790,204863.48,54,24,own,little,little,3063,12,Home loan,2,0,31,5510,1,Low,4
35,No,married,Healthcare,no,no,M,Colorado,1350,5141.11,75,28,own,little,little,5819,36,Home loan,3,2,51,17196,,Low,3
42,Yes,married,Artist,no,no,M,Colorado,500,3109.38,102,80,rent,little,moderate,12503,12,car,7,0,36,5877,9,Average,2
35,No,married,Executive,no,no,M,Colorado,50,5794.25,61,26,own,rich,NA,1662,24,Home Appliances,3,8,12,7667,1,Low,4
44,No,married,Executive,unknown,no,M,Colorado,90,46903.7,118,64,rent,little,NA,5905,18,Home Appliances,6,2,32,2939,10,High,3
36,No,divorced,Healthcare,no,no,F,Colorado,3536,33522.48,68,26,own,NA,moderate,17110,18,business,3,0,56,5898,1,Low,3
47,Yes,married,Entertainment,no,no,M,Colorado,270,86.12,104,59,own,little,NA,4702,24,business,7,2,41,19995,0,Low,1
59,No,married,Engineer,unknown,no,F,Colorado,1469,5389.71,92,52,own,little,NA,7490,14,car,5,1,7,2773,4,Average,8
29,Yes,single,Doctor,unknown,unknown,F,Colorado,980,26011.49,105,78,rent,NA,moderate,11169,18,car,2,2,45,3323,0,Low,1
30,No,single,Doctor,no,no,F,Connecticut,3855,3.52,63,26,rent,little,moderate,8339,24,Home Appliances,3,3,47,16049,0,Low,3
38,Yes,married,Engineer,unknown,no,M,Connecticut,150,7974.07,93,64,rent,NA,NA,13557,24,car,4,0,12,3601,1,Low,3
45,Yes,single,Artist,no,no,F,Delaware,224,82366.06,113,77,own,little,little,4243,15,Home Appliances,4,1,25,2307,0,Average,2
28,Yes,single,Entertainment,no,no,M,District of Columbia,60,3029.71,119,84,rent,quite rich,NA,18320,24,Home Appliances,5,6,94,3742,1,Average,2
37,,married,Doctor,no,no,M,Florida,1800,4328.88,111,,rent,quite rich,rich,4354,12,car,6,5,63,2937,0,Average,4
38,No,married,Executive,no,yes,M,Florida,9400,309124.44,57,26,own,little,moderate,4418,24,Home Appliances,3,3,55,3209,9,Low,3
28,Yes,single,Executive,no,yes,F,Florida,465,273607.45,146,98,own,little,NA,5251,33,car,2,3,87,12554,1,High,4
31,Yes,divorced,Artist,no,yes,F,Florida,365,24113.08,93,72,own,little,NA,15280,12,business,0,0,70,4702,1,Low,1
37,No,married,Entertainment,no,no,F,Florida,1129,33208.1,68,21,own,quite rich,NA,9995,10,car,4,3,58,5645,1,Low,2
36,Yes,divorced,Engineer,no,no,M,Florida,391,128841.8,110,65,own,NA,little,10491,24,car,4,2,78,14308,0,Low,2
54,No,married,Healthcare,no,no,M,Florida,5000,16619.42,75,54,own,little,NA,8409,36,car,6,0,88,4882,0,Average,4
53,Yes,married,Healthcare,unknown,yes,M,Florida,120,27295.7,118,84,rent,little,little,8973,12,car,7,2,49,33405,,High,2
43,Yes,married,,no,no,M,Florida,94,16529.01,79,63,rent,NA,little,11054,18,education,3,1,95,2700,3,Low,1
49,Yes,married,Healthcare,no,yes,F,Florida,2411,14131195.02,110,61,own,quite rich,NA,3902,21,car,3,1,18,2934,8,Low,4
32,No,divorced,Engineer,no,no,M,Florida,1609,27021.05,107,40,own,NA,moderate,7459,18,car,4,1,81,1548,5,Average,2
36,Yes,married,Executive,no,no,M,Florida,1500,11311.19,105,80,own,rich,NA,17112,15,car,2,7,19,5525,0,Average,5
50,Yes,single,Healthcare,unknown,yes,M,Florida,1820,45849,95,75,own,NA,moderate,18358,12,car,4,3,43,5750,5,Low,3
51,Yes,divorced,Executive,no,no,M,Florida,500,20342.41,123,86,rent,little,moderate,8575,12,car,4,3,98,27157,8,High,2
38,Yes,married,Executive,no,no,M,Florida,200,151.24,138,81,own,moderate,NA,9480,21,Home loan,10,6,22,12830,0,High,2
44,Yes,married,Artist,no,no,F,Florida,186,25177.71,94,54,own,NA,moderate,6969,12,Home loan,0,2,24,5530,8,Low,6
29,No,married,Entertainment,no,no,M,Florida,1,14623.69,107,58,own,little,moderate,13712,18,car,6,3,14,2684,1,Average,4
46,No,divorced,Artist,no,no,M,Florida,2543,52527.87,80,21,rent,little,NA,7617,28,Home Appliances,3,3,1,2437,0,Low,2
32,Yes,divorced,Executive,no,unknown,M,Florida,449,8349.68,108,66,rent,rich,NA,10304,18,Home Appliances,5,9,46,3827,1,Low,2
43,No,divorced,Doctor,unknown,no,M,Florida,50,2018.8,70,5,free,little,NA,4560,9,Home loan,4,3,33,34516,,Low,4
53,Yes,married,Marketing,no,no,M,Georgia,100,19151.49,73,62,rent,little,little,14743,18,repairs,6,2,18,5940,0,Low,5
43,Yes,married,Lawyer,unknown,no,F,Georgia,870,5476.53,135,75,own,little,NA,14488,5,business,2,2,62,13162,,High,2
35,No,single,Doctor,no,yes,M,Georgia,153,108417.31,70,2,own,little,moderate,11359,24,vacation/others,2,1,89,1963,0,Low,3
49,Yes,divorced,Artist,no,no,F,Georgia,630,10125.36,96,71,own,little,little,14233,6,Home loan,5,0,15,18713,0,Low,1
35,Yes,married,Artist,unknown,no,F,Georgia,198.83,420790.39,90,67,own,little,NA,2723,24,repairs,3,1,78,3023,1,Average,2
40,Yes,single,Healthcare,no,no,M,Georgia,100,12946.8,104,66,own,little,little,1601,9,Home loan,3,3,32,6103,1,Low,3
29,Yes,divorced,Artist,no,no,M,Georgia,1304,147861.4,110,70,own,NA,moderate,856,12,Home Appliances,4,1,75,10607,7,Low,1
43,No,married,Entertainment,unknown,no,M,Georgia,64.1,411.17,70,47,own,quite rich,NA,8200,6,repairs,5,4,8,2917,8,Low,2
47,No,married,Healthcare,no,no,M,Georgia,490,13226.16,74,32,own,rich,NA,8114,24,car,3,7,24,34516,0,Low,4
38,No,married,Artist,unknown,no,M,Georgia,37,4101.54,77,47,free,little,little,14655,42,repairs,7,3,7,25197,0,Low,2
48,Yes,married,Artist,no,no,M,Georgia,780,11438.82,82,60,own,little,rich,15721,12,business,4,1,52,2743,,Low,2
53,Yes,married,Artist,unknown,no,M,Georgia,2342,104.52,100,76,own,little,NA,12173,12,car,7,2,76,4111,6,Average,6
53,No,married,Healthcare,no,no,M,Hawaii,2206,104.52,70,34,own,little,little,7358,12,Home loan,5,2,57,3667,2,Low,4
51,No,married,Engineer,unknown,no,M,Illinois,474,91021.52,90,56,own,little,moderate,17917,20,vacation/others,6,2,83,3178,1,Average,5
35,No,married,Lawyer,no,yes,M,Illinois,100,3488.24,79,41,own,little,NA,15779,12,education,4,2,18,5674,0,Low,2
31,No,divorced,Marketing,no,no,F,Illinois,640,24742.49,69,24,rent,little,moderate,14342,48,Home loan,2,0,91,11444,,Low,1
46,Yes,married,Artist,no,no,M,Illinois,50000,11614.1,95,62,own,NA,NA,10773,9,education,3,3,10,1438.3,0,Average,2
28,Yes,married,Artist,unknown,yes,M,Indiana,385,71770.19,98,79,own,little,little,5270,36,car,7,1,17,6387,,Average,4
38,No,married,Healthcare,unknown,no,F,Indiana,2540,329088.78,57,46,own,little,moderate,8732,7,Home Appliances,4,1,98,5657,0,Low,9
28,Yes,single,Artist,no,no,M,Indiana,114.17,25559.37,113,70,own,NA,rich,4211,12,Home loan,3,0,10,11827,1,Average,3
50,No,married,Healthcare,no,no,F,Indiana,1200,28600.11,60,35,own,rich,moderate,18383,15,repairs,3,2,90,2608,9,Low,4
32,Yes,single,Artist,no,no,M,Indiana,396,225588.8,116,77,own,NA,NA,9053,36,car,3,3,40,3203,1,Average,2
31,Yes,divorced,Artist,no,no,M,Indiana,1,3374.45,115,85,own,little,NA,3761,6,Home Appliances,3,3,83,34516,1,Average,3
39,Yes,married,Healthcare,unknown,no,M,Indiana,200,4065.42,91,68,own,little,NA,5155,12,Home loan,3,3,80,2472,1,Low,5
41,No,married,Artist,no,yes,F,Indiana,7915,425052.54,73,35,own,little,NA,17660,24,car,3,2,61,2147,0,Low,3
31,Yes,married,Artist,no,yes,M,Iowa,120,24381.67,118,60,own,little,little,1715,24,car,7,3,29,3416,0,Average,2
54,Yes,married,Healthcare,unknown,yes,M,Iowa,50,3602.32,109,67,free,little,NA,8216,24,car,5,3,23,8058,0,Low,3
34,Yes,married,Artist,unknown,yes,M,Iowa,10,155633.09,71,65,own,little,little,8906,11,car,7,3,8,3410,1,Low,1
51,Yes,married,Executive,unknown,no,M,Kansas,930,1509.2,121,87,own,little,little,10264,12,car,3,2,20,19044,5,High,3
45,Yes,single,Artist,no,no,M,Kansas,318,8752.13,111,77,rent,little,little,17796,6,domestic appliances,3,1,20,1606,0,Average,2
32,No,divorced,Entertainment,no,yes,M,Kentucky,600,14780.04,102,54,rent,little,NA,15320,18,Home Appliances,3,2,37,24336,,Average,3
28,Yes,married,Entertainment,no,yes,M,Kentucky,80,96786.84,101,62,rent,little,little,7181,36,Home loan,3,3,29,5030,,Low,4
40,No,married,Artist,no,no,M,Kentucky,98,17345.67,90,50,own,little,little,17174,15,car,4,1,8,24577,,Average,2
55,No,divorced,Engineer,no,no,M,Kentucky,85,92597.62,78,27,own,little,moderate,10984,12,Home loan,2,2,5,3517,0,Low,4
41,Yes,single,Engineer,no,no,M,Louisiana,200,151.76,94,65,own,NA,moderate,16802,12,education,3,1,45,7400,1,Low,1
57,No,divorced,Entertainment,unknown,yes,M,Louisiana,2000,23619.81,85,49,own,little,NA,16766,18,business,2,1,90,2956,0,Average,3
44,No,married,Artist,no,no,M,Louisiana,127,29.96,109,53,own,little,little,11902,24,car,7,3,99,3578,1,Average,6
29,Yes,single,Engineer,unknown,no,M,Maine,150,20247.07,104,80,own,little,little,9232,24,Home Appliances,4,2,23,12778,1,Low,1
38,Yes,single,Marketing,no,no,F,Maryland,3,1015.19,91,61,own,NA,NA,1373,48,Home Appliances,5,1,97,1942,6,Low,1
34,Yes,married,Artist,no,no,M,Maryland,25,97813.2,115,63,free,little,NA,10150,33,business,5,3,22,29961,,Average,6
36,No,single,Marketing,no,no,M,Maryland,50,26683.46,84,3,own,little,NA,13285,24,car,2,2,7,33791,0,Low,2
39,Yes,divorced,Artist,no,no,M,Maryland,140,2858.49,100,65,own,moderate,moderate,18396,24,Home Appliances,7,5,47,17657,2,Low,1
30,Yes,married,Artist,no,yes,F,Massachusetts,1699,44819.71,104,54,own,little,little,1204,6,education,0,2,77,2821,0,Low,3
35,Yes,married,Artist,no,no,F,Massachusetts,1150,61441.77,100,61,own,little,little,2545,9,car,5,3,36,1479,0,Average,2
60,Yes,married,Artist,no,no,F,Massachusetts,100,13599.87,119,86,rent,NA,NA,3346,6,education,4,2,25,1438.3,1,High,2
35,Yes,married,Artist,no,no,M,Massachusetts,538,1487.85,79,53,own,little,moderate,15398,18,Home Appliances,4,0,32,6859,1,Low,1
38,Yes,single,Executive,no,no,M,Massachusetts,2146.4,4874.06,137,91,rent,little,little,9641,18,Home loan,2,2,94,3404,7,High,2
57,Yes,divorced,Artist,no,no,M,Massachusetts,432.64,3189.92,118,88,own,quite rich,NA,17436,39,car,6,7,14,2158,0,Average,5
44,Yes,divorced,Lawyer,no,yes,M,Michigan,1600,530,125,99,own,little,rich,17794,24,Home Appliances,4,0,45,1890,1,High,2
40,Yes,married,Engineer,no,no,M,Michigan,804,6583.32,115,78,own,moderate,moderate,8946,12,business,8,4,36,18386,,Average,4
46,No,divorced,Executive,no,no,F,Michigan,2553,3801.19,88,39,own,little,little,16783,15,Home loan,4,1,53,3602,,Average,3
50,No,married,Engineer,unknown,no,M,Michigan,780,19893.38,64,31,own,little,moderate,7317,12,Home Appliances,6,2,40,3766,0,Low,4
45,Yes,married,Artist,no,no,M,Michigan,806,4879.75,119,78,own,little,moderate,9810,24,car,7,2,85,5634,0,Average,4
57,Yes,married,Artist,no,no,F,Michigan,2184.87,35747.1,112,69,own,rich,little,12396,30,Home loan,3,3,56,3126,1,Average,2
35,No,single,,no,no,M,Michigan,1180,14584.36,90,54,rent,rich,NA,1588,15,Home loan,5,13,29,3017,5,Average,3
38,Yes,married,Doctor,no,no,M,Minnesota,1000,68343.18,82,56,own,quite rich,NA,3776,12,car,10,7,78,5478,1,Low,2
30,Yes,divorced,Entertainment,no,no,M,Minnesota,758,19817.96,95,73,own,little,moderate,15754,6,car,4,3,63,13046,1,Low,1
25,Yes,divorced,Doctor,no,no,M,Minnesota,300,4858.77,118,83,own,little,NA,17604,12,Home Appliances,2,1,37,8687,8,Average,1
52,Yes,single,Artist,unknown,no,M,Minnesota,1659.69,2494964.39,130,88,own,little,NA,5118,24,car,4,1,19,6174,1,Average,2
37,No,single,Marketing,no,no,F,Minnesota,970,2382.24,72,10,own,moderate,NA,16525,10,car,4,5,55,5655,0,Low,3
60,No,divorced,Artist,no,no,M,Minnesota,200,32549.94,88,4,own,little,NA,10730,6,car,2,1,97,5397,0,Low,2
42,Yes,married,Artist,unknown,no,M,Minnesota,50,18035.47,99,58,own,little,NA,10696,12,Home Appliances,4,0,74,28465,1,Low,4
37,Yes,married,Artist,no,no,F,Mississippi,184,59188.75,92,67,free,little,moderate,18047,27,business,1,1,75,3444,0,Low,3
43,No,married,Doctor,no,no,F,Missouri,5000,53306.02,77,44,free,moderate,NA,10292,6,Home Appliances,2,1,83,2104,0,Low,1
33,Yes,unknown,Artist,no,yes,F,Missouri,430,7592.69,108,78,own,NA,moderate,2303,6,Home Appliances,1,3,53,15610,0,Low,7
32,No,married,Engineer,no,yes,M,Nebraska,70,25208.53,70,46,own,little,little,13497,12,car,7,2,74,34516,8,Average,2
41,Yes,married,Artist,no,no,M,Nebraska,2800,384.07,77,62,own,NA,little,2231,24,Home loan,6,2,57,16912,6,Low,1
37,Yes,married,Artist,unknown,no,M,Nevada,370,166521.05,93,70,free,moderate,moderate,9119,36,Home loan,10,5,39,5462,0,Average,3
39,No,married,Healthcare,unknown,no,M,Nevada,40000,17630.62,76,31,own,little,NA,5609,24,Home loan,3,2,36,2868,1,Low,4
36,Yes,married,Entertainment,no,yes,M,Nevada,279,8644.71,108,51,rent,little,moderate,17782,18,Home Appliances,5,2,52,2685,1,Low,2
38,Yes,married,Doctor,unknown,no,F,New Hampshire,15960,43721.03,93,70,rent,moderate,rich,663,6,car,0,3,51,5238,0,Low,3
33,No,married,Doctor,no,yes,M,New Hampshire,4970,2875.54,101,58,own,little,little,1619,24,car,3,1,65,4561,1,Average,4
41,Yes,divorced,Doctor,no,no,M,New Jersey,2500,33003.89,113,85,own,little,little,10245,36,car,2,0,20,13091,,Average,4
58,No,married,Executive,no,no,M,New Jersey,161.47,44223.31,61,31,rent,moderate,rich,7498,9,Home Appliances,10,5,3,10826,0,Low,4
44,Yes,single,Doctor,unknown,no,M,New Jersey,403,34414.67,102,75,free,moderate,moderate,3517,24,Home Appliances,5,6,38,2600,1,Low,1
36,No,married,Healthcare,unknown,no,M,New Jersey,305,9151.74,76,38,own,little,little,5962,24,car,5,0,34,2561,0,Low,4
33,Yes,married,Artist,no,no,M,New Jersey,133.28,9123.88,90,65,own,NA,NA,9449,10,car,7,0,27,7087,0,Average,4
30,No,married,,no,no,F,New Jersey,1291,49599.33,53,32,own,quite rich,rich,9967,15,car,5,1,87,34516,1,Low,4
44,Yes,married,Artist,unknown,no,M,New Jersey,2650,22679.88,106,63,own,moderate,moderate,7711,15,car,8,4,63,10266,0,Low,1
32,Yes,married,Entertainment,no,yes,M,New Jersey,500,920.07,116,82,rent,little,NA,14572,24,Home Appliances,7,3,89,1553,9,High,2
38,Yes,married,Engineer,unknown,no,M,New Jersey,200,460.53,106,55,own,moderate,NA,13347,39,car,5,4,4,6732,,Low,9
